74.018472	36.852698	42.095041	43.798802	44.986698	a
71.924028	33.728979	36.285772	40.749582	42.083741	a
68.780815	59.585868	59.597738	59.953619	60.031544	a
72.975673	36.708489	40.251757	41.295711	44.175719	a
70.738614	38.905871	42.860726	47.450612	45.247892	a
67.708386	53.065750	56.551661	56.889704	55.264310	a
73.273367	58.925115	61.474279	61.849093	59.846412	a
68.234065	45.239084	48.202670	51.222093	49.935555	a
65.682879	78.649964	80.547507	59.681845	59.347064	a
64.363566	43.963567	47.931587	47.813633	48.237422	a
66.854380	26.392533	66.511737	66.851334	67.338101	a
72.401868	57.693379	59.973693	60.096957	57.714819	a
76.487313	54.630888	57.895231	58.096531	57.522918	a
71.016917	61.904328	63.619547	64.294021	64.961310	a
71.273398	57.310758	59.274206	59.269548	59.045470	a
57.213752	107.187481	101.789437	102.009499	99.226483	b
59.658759	107.502285	104.815472	105.048395	101.826744	b
57.610515	107.894454	105.108378	105.073393	103.820600	b
57.581261	102.669904	98.600906	96.108944	96.689237	b
57.998538	106.857897	102.127136	102.037318	101.585126	b
57.516845	106.143616	103.086320	101.921089	98.448920	b
58.959635	102.732331	100.288277	98.855890	97.186817	b
56.459586	106.997807	105.811935	103.500346	100.791826	b
54.655306	106.700174	105.643714	103.732155	101.879889	b
55.967317	108.111176	106.140256	107.378938	100.616748	b
59.271891	101.005031	58.422905	101.751482	101.624044	b
54.942054	105.601155	104.693040	106.698699	102.346740	b
56.766993	105.781158	107.276554	105.556240	100.425386	b
59.640038	98.512803	95.557038	96.181344	94.969648	b
55.082022	108.397893	108.614684	104.728721	101.034728	b
62.938986	60.780994	22.634847	30.170684	27.782865	c
63.359152	54.263017	21.226960	24.447578	31.539834	c
66.158759	54.196348	20.179149	23.047846	29.598830	c
68.629656	54.180659	19.491010	22.053613	26.509063	c
68.144193	54.055298	20.290665	22.334967	24.578207	c
62.853745	40.222134	37.130547	27.935612	22.673514	c
55.950570	45.389960	33.246702	24.239944	28.054734	c
60.011430	66.884317	32.464314	24.440423	21.586728	c
60.763707	62.363700	38.106476	34.869303	33.932228	c
63.041767	38.003944	35.406351	33.691805	32.898017	c
60.670243	26.193793	19.572269	18.146048	22.421967	c
66.587497	39.659108	29.446271	25.607351	30.278639	c
67.256514	65.998304	29.285741	33.144143	31.042992	c
65.666316	48.711298	34.846155	36.322078	35.182215	c
67.558798	49.908524	31.097179	23.905210	20.961535	c
62.655472	99.684167	12.632172	15.877747	26.778598	d
61.064468	94.353503	9.045464	11.813750	24.151786	d
66.126323	91.111457	10.936073	11.664039	21.988926	d
73.027541	94.313355	10.561051	12.561298	20.539938	d
62.782520	90.435132	7.782710	10.424946	18.617723	d
65.616995	91.860176	8.985357	14.116107	20.932925	d
64.779511	83.434356	15.601052	17.597733	22.012866	d
64.645277	92.881023	21.888847	22.875136	32.829866	d
60.443200	94.176389	23.048955	12.964433	22.406671	d
62.368925	99.678478	10.232934	15.296163	27.625871	d
72.617778	97.873975	13.064173	14.228712	20.619129	d
72.458600	84.058123	12.156336	14.147062	21.186667	d
67.673696	87.106376	7.751932	11.040047	20.801828	d
61.183490	66.595174	67.704780	12.384676	20.103298	d
64.411405	90.257164	8.976344	11.828587	20.443976	d
