51.979432	17.527359	14.546498	53.228069	54.831750	a
78.197976	57.436379	61.506586	63.419552	63.753821	a
63.104571	18.242854	25.418850	42.054190	40.996951	a
60.220871	63.839827	65.854706	59.156030	53.197221	a
69.532484	36.918422	39.736293	38.444222	44.222769	a
65.277699	41.902061	44.778063	43.397446	48.882411	a
76.184251	65.049502	68.243532	72.741862	71.283500	a
69.814455	35.820185	36.771597	30.284971	36.910950	a
61.854420	31.725615	33.923209	28.403113	35.878788	a
60.588198	34.496426	36.849949	31.239227	39.477176	a
70.739837	39.916726	43.740547	69.068865	70.968881	a
76.165973	64.575562	67.075296	77.927883	77.990925	a
53.160546	90.360956	87.695084	90.225451	89.533430	b
56.018899	90.155176	87.578698	91.040505	89.779918	b
54.762868	93.466535	90.795281	94.403609	91.643468	b
56.850454	90.129118	87.155437	89.886715	88.572135	b
56.340222	90.987680	87.294241	90.939951	90.105049	b
55.387270	79.473630	75.120660	81.387436	82.302914	b
54.705682	98.722941	94.759456	98.173308	98.774017	b
56.633148	0.657004	8.965130	42.322558	35.666212	b
57.107522	84.451187	81.050721	84.149552	84.256677	b
54.806718	87.193707	83.233453	86.991561	87.271544	b
58.088252	97.641305	96.225071	97.882472	98.661285	b
53.169808	8.207581	45.207478	40.007735	31.338330	c
53.475452	77.221422	33.255353	27.474523	39.343939	c
63.422666	40.564996	40.565539	25.708110	24.833653	c
55.728985	56.718936	54.596717	54.120208	52.807165	c
71.981702	62.001413	93.485645	17.997659	104.190612	c
55.276700	60.999779	67.454344	30.130970	35.223332	c
54.414815	19.370954	30.245687	26.043592	29.363762	c
54.611408	8.840495	18.759219	32.262762	35.460931	c
55.141185	12.267236	17.880183	31.196928	33.313276	c
55.835666	14.412729	17.568057	30.113154	30.980100	c
58.608228	73.819604	9.945743	46.681600	45.641676	d
59.660050	74.761672	11.192345	45.984197	45.084049	d
61.015413	76.943611	14.449030	46.838934	45.571633	d
61.015440	76.179190	14.023827	49.527427	48.475666	d
76.964150	80.729989	75.261089	54.894506	55.015189	d
56.122711	84.227157	78.009210	53.785222	53.935199	d
78.198420	81.137588	75.462204	53.315110	53.326475	d
62.862338	49.685297	70.290110	16.068540	21.658831	d
56.400430	50.827069	55.248361	57.391231	59.361817	d
61.657157	80.355012	76.663293	50.479887	54.112087	d
59.396111	70.885819	12.092321	60.446561	61.091877	d
58.973841	74.128657	70.786617	54.348586	55.255260	d
61.011861	83.916103	78.322518	45.591010	48.151785	d
79.516695	76.668887	71.742325	49.033703	48.763675	d
57.674746	79.868975	77.560418	53.770625	58.680717	d
