85.539407	88.429077	85.496275	86.257561	89.872030	12.689713	3.150017	1.977442	3.673120	b
83.478329	80.313430	79.593930	81.508877	83.241799	12.613263	1.114872	3.532637	1.734381	b
80.132136	84.479184	84.220074	84.303177	86.861118	11.743082	0.484164	3.068417	2.650702	b
84.437766	86.765686	85.667651	86.101491	87.246955	12.040420	1.178192	3.225313	1.309704	b
85.727606	92.602263	91.875885	91.645585	91.624398	17.781323	2.113038	2.158036	0.471054	b
80.622967	77.187934	77.461224	77.219906	80.151773	13.063101	0.344350	2.542375	2.942179	b
74.757014	19.464381	18.690848	21.129575	30.318544	55.319778	4.674706	2.979337	12.617985	c
53.951202	23.853225	25.331174	26.803502	33.434211	31.000833	5.772583	1.475915	7.628051	c
52.258752	33.190555	33.721329	35.269781	44.077217	19.121734	3.604567	3.815109	8.840694	c
54.828120	17.588908	14.928244	18.783076	25.872375	38.566236	8.240193	5.343170	7.090305	c
52.938684	37.876056	34.544480	36.525051	41.182292	15.609317	5.490124	2.096299	7.657350	c
52.722666	65.696239	61.812298	62.879946	63.993766	27.342893	126.203131	5.988152	14.014580	d
52.390158	59.807063	61.224000	62.900744	64.865858	33.917444	115.333536	7.314215	22.015791	d
53.497011	78.675816	76.956889	15.859725	22.827868	37.256923	6.683253	87.549703	10.687050	d
52.345953	87.550052	20.465505	22.960739	31.128462	42.062717	105.328467	5.232257	15.165387	d
54.190453	88.646079	45.960308	66.385767	67.297776	42.022313	134.322138	20.671124	11.341148	d
52.674352	28.110174	96.783057	105.183421	103.332193	76.712512	124.486007	22.304185	24.837222	f
52.196034	29.407636	84.379641	83.696990	82.499904	80.233352	113.392655	3.677754	10.673727	f
52.177777	30.260184	85.894550	92.176223	85.162415	81.331640	115.666057	14.957501	22.354596	f
52.188227	34.227364	84.700298	89.467833	84.531742	85.779290	118.247105	13.595453	19.232030	f
54.830446	21.749606	87.544280	89.852011	87.309465	75.551775	109.032452	6.360267	11.519318	f
54.400670	46.624350	71.038719	71.064264	70.133569	95.592643	117.358893	2.033651	5.005705	f
52.333983	22.741210	83.900960	89.284142	85.930142	74.022659	106.386545	6.864731	9.045399	f
70.618540	82.993597	57.107768	58.876081	60.340440	30.998890	134.315527	10.025330	15.539779	g
65.293777	68.889449	59.167020	60.391106	59.532886	25.275227	123.819790	9.457150	14.733411	g
60.613381	73.432237	68.708825	69.249004	73.525216	26.589458	142.076264	6.606490	7.856556	g
67.116728	62.447438	39.947059	40.110461	40.802359	27.001190	99.463129	8.737008	13.042718	g
61.542164	80.239998	75.726737	35.969869	39.072780	21.276528	7.654325	108.242042	11.086922	h
61.833376	91.035266	90.049991	24.981793	31.040864	31.184937	3.485994	110.342784	11.561959	h
66.185513	84.346876	82.976255	49.917431	54.521619	18.326856	2.600379	130.472970	14.765471	h
63.397483	83.210551	82.732847	25.299827	31.437630	23.489162	4.780370	103.385646	11.685455	h
63.323191	79.785968	80.807369	34.792494	36.888342	21.300251	5.022741	111.747515	14.376585	h
